Cycle,FECCandID,CID,FirstLastP,Party Original,DistIDRunFor,DistIDCurr,CurrCand,CycleCand,CRPICO,RecipCode,NoPacs,State,District,Party,contrib_date,contrib_count,contrib_amount
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-16,2,1500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-17,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-18,1,250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-19,2,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-20,8,7850.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-22,3,2800.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-23,17,19550.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-25,2,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-26,2,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-27,7,7700.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-29,3,6400.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-30,4,3000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-03-31,30,43600.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-05,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-06,4,8600.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-10,1,205.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-15,5,8900.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-16,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-17,2,5400.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-18,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-19,10,8500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-22,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-23,2,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-24,2,1500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-25,2,3200.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-27,8,6600.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-28,5,10100.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-29,2,1500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-04-30,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-01,9,21100.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-04,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-07,1,2700.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-08,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-11,1,250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-12,7,10200.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-13,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-14,7,11250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-15,4,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-16,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-17,1,2700.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-18,6,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-19,1,2700.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-20,5,11300.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-21,1,2500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-22,4,6150.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-25,3,5650.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-26,9,10900.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-27,7,3450.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-28,2,750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-29,2,700.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-30,2,750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-05-31,2,800.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-01,11,6750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-02,3,4500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-03,14,27000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-04,3,900.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-05,3,800.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-08,5,8800.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-09,3,2250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-10,6,7150.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-11,9,11000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-13,1,2700.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-14,2,5400.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-15,13,13800.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-16,1,200.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-17,5,1750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-18,6,9550.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-19,6,7900.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-20,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-21,4,6150.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-22,5,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-23,2,750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-24,22,16900.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-25,2,750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-26,5,7400.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-28,2,5400.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-29,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-06-30,32,40150.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-01,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-02,3,5650.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-07,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-08,1,2700.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-13,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-14,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-15,1,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-17,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-18,1,50.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-19,2,1250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-20,9,5500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-21,2,2750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-22,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-23,3,3000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-24,1,250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-25,1,100.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-26,1,50.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-07-30,3,3000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-02,4,550.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-03,2,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-04,2,3500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-08,3,8000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-10,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-16,27,26950.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-18,1,50.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-24,5,11000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-25,1,100.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-26,2,550.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-30,3,525.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-08-31,4,1325.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-01,3,5400.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-02,1,25.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-10,1,50.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-11,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-12,1,1400.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-13,1,25.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-16,3,1500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-17,3,1500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-18,3,1050.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-22,2,5400.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-23,26,26050.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-24,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-25,2,2800.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-26,1,50.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-27,1,25.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-28,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-29,6,2025.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-09-30,30,8605.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-01,1,2700.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-02,3,2850.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-03,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-04,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-05,1,2700.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-06,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-08,3,1510.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-11,7,6235.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-13,1,25.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-14,3,1750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-15,4,7400.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-16,2,1250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-19,9,6423.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-20,2,16.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-21,2,2000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-23,2,3200.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-26,2,75.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-27,15,19800.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-28,28,22715.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-29,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-30,18,18950.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-10-31,6,3075.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-02,17,16425.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-03,1,250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-04,28,19100.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-05,5,4000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-06,5,7050.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-08,3,775.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-09,3,1850.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-10,10,3050.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-11,16,25250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-12,3,1850.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-13,5,1750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-14,2,1600.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-15,4,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-16,4,2300.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-17,7,3500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-18,4,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-19,6,4201.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-20,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-22,7,16900.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-23,3,5409.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-24,4,5422.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-25,2,80.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-26,4,130.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-29,41,15350.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-11-30,13,3375.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-01,12,5425.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-02,31,28125.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-03,1,50.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-04,2,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-06,3,5401.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-07,7,8650.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-08,3,5425.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-09,1,500.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-10,3,1250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-12,3,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-13,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-14,2,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-15,5,2750.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-17,1,1000.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-21,17,7040.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-22,1,25.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-23,1,9.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-24,1,7.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-26,6,2800.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-28,2,3200.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-29,1,250.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-30,6,762.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2015-12-31,12,4174.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2016-01-02,4,1075.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2016-01-03,1,50.0
2016,H2MA04073,N00034044,JOE KENNEDY III,D,MA04,MA04,Y,Y,I,DW, ,MA,4,D,2016-01-04,2,500.0
