dc_gender,dc_state,dc_district,newsletter_id,dc_date,dc_name,dc_party,newsletter_count,total_newsletters,body_word_count,fundraising_terms,fundraising_ratio,neutral_score,anger_score,joy_score,disgust_score,sadness_score,surprise_score,fear_score,matched_phrases,themes_list,theme_national_security_and_defense,theme_political_figures_-_obama,theme_social_issues_and_values,theme_healthcare,theme_social_safety_net_and_entitlements,theme_education,theme_government_overreach,theme_economy_and_taxes,theme_congress_and_legislation,theme_housing_and_community,theme_media_and_press,theme_energy_independence,theme_patriotic_rhetoric,theme_law_enforcement_and_crime,theme_immigration,theme_political_figures_-_trump,theme_executive_power,theme_voting_rights,theme_terrorism_and_foreign_threats,theme_supreme_court_and_judiciary,theme_iran_and_nuclear_policy,theme_gun_policy,theme_reproductive_rights,theme_climate_and_energy_policy,theme_civil_rights,theme_political_figures_-_hillary_clinton,theme_criminal_justice_reform,theme_election_integrity,theme_trump_name_calling,fec_cid,fec_name,contrib_date,contrib_count,contrib_amount,month_start,avg_daily_contrib_count_per_month,avg_daily_contrib_amount_per_month,window_days,window_contrib_count,window_contrib_amount,window_fundraising_count_score,window_fundraising_amount_score
M,FL,12,136146,2017-01-01,GUS BILIRAKIS,R,1,102.0,731,3,0.004103967168262654,0.4111733734607696,,0.1723288893699646,,0.2616913318634033,0.0853680446743965,0.054809994995594,"['health care', 'obamacare', 'medicare', 'health', 'repeal', 'education', 'medicare', 'wage', 'benefit', 'assistance', 'obama', 'legislation', 'bills', 'house', 'law', 'civil', 'affordable', 'military', 'veterans', 'isis', 'tax', 'tax code', 'jobs', 'business', 'regulations', 'regulation', 'epa', 'life', 'government', 'american', 'news']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,N00027462,GUS BILIRAKIS,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,GA,8,136147,2017-01-01,AUSTIN SCOTT,R,1,107.0,1719,3,0.0017452006980802793,0.7188228368759155,,0.179268792271614,,0.0143996719270944,0.0542054958641529,0.0177849140018224,"['health care', 'healthcare', 'obamacare', 'health', 'repeal', 'repeal and replace', 'education', 'student', 'student loan', 'benefit', 'assistance', 'obama', 'president obama', 'obama administration', 'legislation', 'house', 'senate', 'congress', 'committee', 'vote', 'votes', 'law', 'amendment', 'veto', 'majority', 'civil', 'affordable', 'order', 'national security', 'national defense', 'defense', 'military', 'veterans', 'armed forces', 'terrorist', 'terror', 'taxes', 'tax', 'economy', 'small business', 'business', 'epa', 'religious freedom', 'life', 'unborn', 'freedom', 'conservative', 'power', 'american', 'media', 'news']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,N00032457,AUSTIN SCOTT,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,PA,4,136148,2017-01-01,SCOTT PERRY,R,1,166.0,169,0,0.0,0.1687408238649368,0.0047476976178586,0.6955097317695618,,0.0469120629131794,0.0813650786876678,,"['health', 'legislation', 'news']","['Media & Press', 'Congress & Legislation', 'Healthcare']",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00034120,SCOTT PERRY,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,PA,10,136149,2017-01-01,TOM MARINO,R,1,65.0,875,0,0.0,0.0628610551357269,,0.1985273659229278,,0.0093883443623781,0.008991171605885,0.7120566964149475,"['healthcare', 'health', 'assistance', 'trump', 'donald trump', 'obama', 'obama administration', 'house', 'congress', 'vote', 'law', 'defense', 'veterans', 'terrorist', 'terror', 'taxes', 'tax', 'jobs', 'business', 'bureaucracy', 'government', 'american', 'press', 'news']","['National Security & Defense', 'Political Figures - Obama', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Political Figures - Trump', 'Media & Press']",True,True,False,True,True,False,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,N00031777,TOM MARINO,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,WI,8,136151,2016-12-31,REID RIBBLE,R,1,67.0,929,1,0.001076426264800861,0.8597061038017273,0.0092721059918403,0.0803021714091301,,0.0081284334883093,0.034655325114727,,"['health', 'obama', 'president obama', 'legislation', 'the bill', 'bills', 'house', 'senate', 'congress', 'law', 'amendment', 'order', 'national defense', 'defense', 'veterans', 'isis', 'regulations', 'regulation', 'budget', 'government', 'states', 'american', 'news']","['National Security & Defense', 'Political Figures - Obama', 'Healthcare', 'Terrorism & Foreign Threats', 'Patriotic Rhetoric', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press']",True,True,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,N00030968,REID RIBBLE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,28,118155,2016-12-31,ADAM SCHIFF,D,1,34.0,2819,6,0.002128414331323164,0.2588653564453125,0.0363521352410316,0.0431771799921989,,0.1743917018175125,,0.4746603667736053,"['health care', 'health', 'repeal', 'education', 'student', 'gun violence', 'gun control', 'gun', 'violence', 'social security', 'wage', 'benefit', 'obama', 'president obama', 'legislation', 'the bill', 'bills', 'house', 'congress', 'committee', 'law', 'amendment', 'election', 'equal', 'civil', 'climate change', 'climate', 'housing', 'community', 'law enforcement', 'crime', 'national security', 'national defense', 'defense', 'veterans', 'isis', 'terror', 'iran', 'jobs', 'economic growth', 'small business', 'business', 'spending', 'budget', 'dollars', 'energy', 'epa', 'life', 'federal government', 'government', 'states', 'department of justice', 'power', 'american', 'american people', 'press', 'news', 'associated press', 'reported', 'reporting']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Iran & Nuclear Policy', 'Climate & Energy Policy', 'Government Overreach', 'Gun Policy', 'Healthcare', 'Voting Rights', 'Patriotic Rhetoric', 'Law Enforcement & Crime', 'Congress & Legislation', 'Social Safety Net & Entitlements', 'Civil Rights', 'Supreme Court & Judiciary', 'Media & Press', 'Energy Independence', 'Terrorism & Foreign Threats', 'Education', 'Economy & Taxes', 'Housing & Community', 'Executive Power']",True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,N00009585,ADAM SCHIFF,2016-12-31,5,8500.00,2016-12-01,0,467.74,3,5,8500.00,6.46,6.06
M,KS,4,118156,2016-12-31,MIKE POMPEO,R,1,110.0,1104,1,0.0009057971014492754,0.5918285846710205,0.0086934780701994,0.2593473792076111,,,0.1252406388521194,0.0067926868796348,"['health', 'obama', 'president obama', 'house', 'congress', 'community', 'neighborhood', 'military', 'veterans', 'armed forces', 'epa', 'life', 'states', 'american', 'press']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Healthcare', 'Patriotic Rhetoric', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",True,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00030744,MIKE POMPEO,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,IN,2,118157,2016-12-31,JACKIE WALORSKI,R,1,67.0,624,3,0.004807692307692308,0.8128057718276978,0.0248988661915063,0.1160240918397903,,0.0113098518922925,0.0176197476685047,,"['health care', 'obamacare', 'health', 'repeal', 'obama', 'president obama', 'legislation', 'the bill', 'house', 'congress', 'committee', 'vote', 'law', 'housing', 'national security', 'national defense', 'defense', 'military', 'veterans', 'terrorism', 'terrorist', 'terrorists', 'isis', 'terror', 'iran', 'sanctions', 'tax', 'tax code', 'economy', 'jobs', 'business', 'accountable', 'american', 'american people', 'media', 'press']","['National Security & Defense', 'Political Figures - Obama', 'Healthcare', 'Terrorism & Foreign Threats', 'Iran & Nuclear Policy', 'Patriotic Rhetoric', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power']",True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,N00031226,JACKIE WALORSKI,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,10,118158,2016-12-31,JEFF DENHAM,R,1,111.0,116,0,0.0,0.7774551510810852,0.0045723649673163,0.1170888096094131,,0.040495678782463,0.0543689094483852,,"['legislation', 'media', 'news']","['Media & Press', 'Congress & Legislation']",False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00031593,JEFF DENHAM,2016-12-31,2,1250.00,2016-12-01,0,40.32,3,2,1250.00,10.33,10.33
M,MO,8,118159,2016-12-31,JASON SMITH,R,1,110.0,2568,2,0.000778816199376947,0.0660389736294746,0.1433683782815933,,0.0488722957670688,0.0829868391156196,,0.6329774856567383,"['health care', 'healthcare', 'obamacare', 'health', 'repeal', 'trump', 'hillary', 'hillary clinton', 'clinton', 'obama', 'president obama', 'obama administration', 'legislation', 'congress', 'affordable', 'community', 'veterans', 'terrorism', 'isis', 'terror', 'iran', 'nuclear', 'nuclear deal', 'tax', 'small business', 'business', 'budget', 'dollars', 'christmas', 'bureaucracy', 'states', 'freedom', 'swamp', 'transparency', 'american', 'american people', 'media']","['Political Figures - Hillary Clinton', 'National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Healthcare', 'Terrorism & Foreign Threats', 'Iran & Nuclear Policy', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Political Figures - Trump', 'Housing & Community', 'Media & Press', 'Executive Power']",True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,N00035282,JASON SMITH,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,KS,3,118160,2016-12-31,KEVIN YODER,R,1,116.0,1304,4,0.003067484662576687,0.3449809849262237,0.0100876269862055,0.5502269268035889,,,0.0737228542566299,0.0128776766359806,"['health', 'education', 'student', 'college', 'sanctuary cities', 'house', 'congress', 'committee', 'vote', 'votes', 'law', 'amendment', 'civil rights', 'civil', 'defense', 'economy', 'spending', 'budget', 'epa', 'government', 'states', 'constitution', 'executive', 'american', 'news']","['National Security & Defense', 'Healthcare', 'Patriotic Rhetoric', 'Education', 'Civil Rights', 'Economy & Taxes', 'Government Overreach', 'Immigration', 'Congress & Legislation', 'Media & Press', 'Executive Power', 'Energy Independence']",True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,N00031502,KEVIN YODER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,SC,1,118161,2016-12-31,MARSHALL SANFORD,R,1,96.0,547,1,0.0018281535648994515,0.2396651208400726,,0.0079493448138237,,0.671221911907196,0.055931307375431,0.0147094624117016,"['student', 'student loan', 'assistance', 'house', 'congress', 'vote', 'isis', 'tax', 'economy', 'government spending', 'spending', 'dollars', 'federal government', 'government', 'accountability', 'transparency', 'american', 'press']","['Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Media & Press', 'Executive Power']",False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,N00002424,MARK SANFORD,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,PA,11,118162,2016-12-31,LOU BARLETTA,R,1,17.0,4574,2,0.00043725404459991256,0.3390906751155853,,0.5919074416160583,,0.0310557503253221,0.0185509454458951,0.0103755546733737,"['obamacare', 'health', 'repeal', 'education', 'student', 'college', 'curriculum', 'gun', 'immigration policy', 'border', 'illegal immigration', 'illegal', 'welfare', 'trump', 'donald trump', 'president trump', 'maga', 'obama', 'president obama', 'obama administration', 'legislation', 'house', 'congress', 'committee', 'vote', 'votes', 'law', 'veto', 'voter', 'election', 'community', 'law enforcement', 'police', 'order', 'national security', 'national defense', 'homeland security', 'defense', 'military', 'veterans', 'armed forces', 'isis', 'nuclear', 'tax', 'tax code', 'jobs', 'business', 'regulations', 'regulation', 'pipeline', 'epa', 'life', 'christmas', 'government', 'states', 'freedom', 'conservative', 'supreme court', 'judicial', 'judges', 'executive', 'power', 'american', 'media', 'news', 'reported']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Iran & Nuclear Policy', 'Government Overreach', 'Immigration', 'Gun Policy', 'Healthcare', 'Voting Rights', 'Patriotic Rhetoric', 'Law Enforcement & Crime', 'Congress & Legislation', 'Political Figures - Trump', 'Social Safety Net & Entitlements', 'Supreme Court & Judiciary', 'Media & Press', 'Energy Independence', 'Terrorism & Foreign Threats', 'Education', 'Economy & Taxes', 'Housing & Community', 'Executive Power']",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,N00025495,LOU BARLETTA,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,TX,28,118163,2016-12-31,HENRY CUELLAR,D,1,96.0,1553,1,0.000643915003219575,0.6188395619392395,0.005080725532025,0.2955289483070373,,0.012429516762495,0.0622650869190692,,"['health', 'border', 'benefit', 'assistance', 'trump', 'maga', 'house', 'congress', 'committee', 'law', 'housing', 'community', 'neighborhood', 'law enforcement', 'police', 'crime', 'order', 'military', 'veterans', 'small business', 'business', 'budget', 'epa', 'states', 'department of justice', 'press', 'news', 'new york times']","['National Security & Defense', 'Healthcare', 'Social Safety Net & Entitlements', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Immigration', 'Congress & Legislation', 'Political Figures - Trump', 'Housing & Community', 'Supreme Court & Judiciary', 'Media & Press', 'Energy Independence']",True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,N00024978,HENRY CUELLAR,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,NY,1,118164,2016-12-31,LEE ZELDIN,R,1,68.0,758,1,0.0013192612137203166,0.8178343772888184,0.0164871420711278,0.0246867332607507,,0.0773910209536552,0.0505899190902709,,"['healthcare', 'mental health', 'health', 'legislation', 'the bill', 'house', 'congress', 'law', 'community', 'national defense', 'defense', 'military', 'veterans', 'isis', 'life', 'american', 'news']","['National Security & Defense', 'Social Issues & Values', 'Terrorism & Foreign Threats', 'Healthcare', 'Patriotic Rhetoric', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,N00029404,LEE ZELDIN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,WA,8,118166,2016-12-31,DAVID REICHERT,R,1,76.0,1849,9,0.0048674959437533805,0.6864221692085266,,0.0961752012372016,,0.1027131602168083,0.0190437640994787,0.0785916894674301,"['healthcare', 'medicare', 'mental health', 'health', 'violence', 'border', 'illegal', 'medicare', 'benefit', 'obama', 'president obama', 'legislation', 'this bill', 'house', 'congress', 'committee', 'law', 'sponsored', 'civil rights', 'civil', 'community', 'neighborhood', 'law enforcement', 'police', 'order', 'national security', 'military', 'veterans', 'isis', 'taxes', 'tax', 'economy', 'jobs', 'business', 'regulatory', 'life', 'bless', 'christmas', 'american', 'american people', 'media', 'press', 'news']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Immigration', 'Congress & Legislation', 'Housing & Community', 'Gun Policy', 'Media & Press']",True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,N00026885,DAVE REICHERT,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,FL,27,118167,2016-12-31,ILEANA ROS-LEHTINEN,R,1,83.0,944,4,0.00423728813559322,0.2687547504901886,0.0155378328636288,0.6787297129631042,,0.0106372516602277,,0.0123147973790764,"['healthcare', 'medicare', 'health', 'medicare', 'benefit', 'this bill', 'house', 'congress', 'law', 'election', 'civil', 'community', 'order', 'defense', 'economy', 'small business', 'business', 'life', 'federal government', 'government', 'freedom', 'liberty', 'accountable', 'american', 'press']","['National Security & Defense', 'Social Issues & Values', 'Healthcare', 'Voting Rights', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Executive Power']",True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,N00002858,ILEANA ROS-LEHTINEN,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,MP,0,118171,2016-12-30,GREGORIO SABLAN,D,1,108.0,1879,4,0.0021287919105907396,0.2850126922130584,0.0134657518938183,0.5305940508842468,,0.0282898619771003,0.1391787081956863,,"['medicaid', 'health', 'education', 'gun', 'immigration policy', 'medicaid', 'minimum wage', 'wage', 'benefit', 'assistance', 'obama', 'president obama', 'obama administration', 'legislation', 'house', 'senate', 'congress', 'committee', 'law', 'civil', 'criminal justice', 'community', 'order', 'national defense', 'homeland security', 'defense', 'military', 'veterans', 'isis', 'iran', 'tax', 'economy', 'jobs', 'business', 'spending', 'budget', 'epa', 'life', 'government', 'states', 'freedom', 'courts', 'power', 'american', 'reported']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Iran & Nuclear Policy', 'Government Overreach', 'Immigration', 'Gun Policy', 'Healthcare', 'Patriotic Rhetoric', 'Law Enforcement & Crime', 'Congress & Legislation', 'Social Safety Net & Entitlements', 'Civil Rights', 'Criminal Justice Reform', 'Supreme Court & Judiciary', 'Media & Press', 'Energy Independence', 'Terrorism & Foreign Threats', 'Education', 'Economy & Taxes', 'Housing & Community', 'Executive Power']",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,True,False,False,,,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,CA,23,118169,2016-12-30,KEVIN MCCARTHY,R,1,304.0,561,2,0.0035650623885918,0.9175786972045898,,0.0145916678011417,,0.0185797996819019,0.019196692854166,0.0124988984316587,"['legislation', 'house', 'congress', 'committee', 'vote', 'votes', 'amendment', 'majority', 'majority leader', 'sponsored', 'election', 'veterans', 'armed forces', 'tax', 'business', 'regulations', 'regulation', 'government', 'states', 'constitution', 'executive', 'accountability', 'oversight']","['National Security & Defense', 'Voting Rights', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Executive Power']",True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,N00028152,KEVIN MCCARTHY,2016-12-30,1,2500.00,2016-12-01,0,183.87,3,1,2500.00,1.48,4.53
M,PA,8,118170,2016-12-30,MICHAEL FITZPATRICK,R,1,101.0,352,1,0.002840909090909091,0.5076345801353455,0.0065441047772765,0.4327306151390075,,0.0194317232817411,0.0263729896396398,,"['health', 'student', 'congress', 'community', 'veterans', 'business', 'government', 'supreme court']","['National Security & Defense', 'Healthcare', 'Education', 'Government Overreach', 'Economy & Taxes', 'Congress & Legislation', 'Supreme Court & Judiciary', 'Housing & Community']",True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,N00027229,MICHAEL G FITZPATRICK,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
F,CA,12,118172,2016-12-30,NANCY PELOSI,D,1,138.0,382,0,0.0,0.5724926590919495,0.0852487757802009,0.193707600235939,,0.0527347438037395,,0.0586183220148086,"['health', 'assistance', 'congress', 'order', 'tax', 'epa', 'federal government', 'government', 'american', 'press']","['Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Government Overreach', 'Economy & Taxes', 'Law Enforcement & Crime', 'Congress & Legislation', 'Media & Press', 'Energy Independence']",False,False,False,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N00007360,NANCY PELOSI,2016-12-30,5,1250.00,2016-12-01,6,733.13,3,7,2500.00,0.38,1.14
M,VA,6,118173,2016-12-30,BOB GOODLATTE,R,1,106.0,522,0,0.0,0.4701614379882812,0.0059202518314123,0.4752648472785949,,,0.0341574922204017,0.0072700260207057,"['health care', 'obamacare', 'health', 'repeal', 'immigration enforcement', 'assistance', 'obama', 'house', 'congress', 'committee', 'law', 'civil', 'affordable', 'crime', 'terrorism', 'terror', 'tax', 'tax code', 'jobs', 'regulations', 'regulatory', 'regulation', 'government spending', 'spending', 'bless', 'government', 'freedom', 'constitution', 'constitutional', 'american', 'media']","['Political Figures - Obama', 'Social Issues & Values', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Immigration', 'Congress & Legislation', 'Housing & Community', 'Media & Press']",False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,N00009154,BOB GOODLATTE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,PA,13,118175,2016-12-30,BRENDAN BOYLE,D,1,17.0,492,0,0.0,0.3020394146442413,0.015078442171216,0.356836587190628,,0.2880054116249084,0.0170565713196992,,"['gun violence', 'gun', 'violence', 'assistance', 'legislation', 'house', 'congress', 'military', 'states', 'oversight', 'media', 'news']","['National Security & Defense', 'Social Safety Net & Entitlements', 'Government Overreach', 'Congress & Legislation', 'Gun Policy', 'Media & Press', 'Executive Power']",True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,N00035307,BRENDAN BOYLE,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,MO,7,118176,2016-12-30,BILLY LONG,R,1,106.0,561,0,0.0,0.762711763381958,0.0697449073195457,,0.0212566070258617,0.0564717352390289,,0.063125304877758,"['health care', 'affordable care act', 'health', 'repeal', 'immigration policy', 'border', 'trump', 'donald trump', 'make america great', 'make america great again', 'legislation', 'bills', 'house', 'senate', 'congress', 'committee', 'law', 'majority', 'affordable', 'order', 'national security', 'budget', 'government', 'conservative', 'executive', 'power', 'american', 'american people', 'news']","['National Security & Defense', 'Healthcare', 'Patriotic Rhetoric', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Immigration', 'Congress & Legislation', 'Political Figures - Trump', 'Housing & Community', 'Media & Press', 'Executive Power']",True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,N00030676,BILLY LONG,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,NJ,6,118177,2016-12-30,FRANK PALLONE,D,1,9.0,506,0,0.0,0.1673669517040252,,0.699654757976532,,0.0727641880512237,0.0166053250432014,0.0359393060207366,"['affordable care act', 'mental health', 'health', 'repeal', 'education', 'student', 'student loan', 'gun violence', 'gun', 'violence', 'assistance', 'legislation', 'congress', 'law', 'affordable', 'order', 'epa', 'states', 'oversight', 'transparency', 'american', 'american people', 'news']","['Healthcare', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Law Enforcement & Crime', 'Congress & Legislation', 'Housing & Community', 'Gun Policy', 'Media & Press', 'Executive Power', 'Energy Independence']",False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,N00000781,FRANK PALLONE JR,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,PA,18,118178,2016-12-30,TIM MURPHY,R,1,118.0,1008,0,0.0,0.1575318723917007,,0.7507380843162537,,0.0299994871020317,0.0421946980059146,0.011578781530261,"['health care', 'healthcare', 'affordable care act', 'medicare', 'mental health', 'health', 'border', 'illegal', 'medicare', 'benefit', 'trump', 'obama', 'president obama', 'legislation', 'house', 'congress', 'law', 'civil', 'affordable', 'law enforcement', 'order', 'national security', 'veterans', 'terrorist', 'terrorists', 'isis', 'terror', 'economy', 'jobs', 'business', 'regulations', 'regulation', 'energy', 'epa', 'life', 'government', 'states', 'freedom', 'executive', 'executive order', 'power', 'accountability', 'american', 'american people', 'news']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Healthcare', 'Terrorism & Foreign Threats', 'Social Safety Net & Entitlements', 'Patriotic Rhetoric', 'Civil Rights', 'Law Enforcement & Crime', 'Economy & Taxes', 'Government Overreach', 'Immigration', 'Congress & Legislation', 'Political Figures - Trump', 'Housing & Community', 'Media & Press', 'Executive Power', 'Energy Independence']",True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,N00024992,TIM MURPHY,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
M,KS,3,118179,2016-12-30,KEVIN YODER,R,1,116.0,1222,4,0.0032733224222585926,0.1176677122712135,0.0055547128431499,0.1291790306568145,,0.676095187664032,0.0652304366230964,,"['education', 'student', 'obama', 'obama administration', 'house', 'senate', 'congress', 'committee', 'law', 'election', 'community', 'police', 'veterans', 'spending', 'deficit', 'energy', 'epa', 'life', 'god', 'god bless', 'bless', 'christmas', 'freedom', 'american', 'american people', 'media', 'press']","['National Security & Defense', 'Political Figures - Obama', 'Social Issues & Values', 'Voting Rights', 'Patriotic Rhetoric', 'Education', 'Government Overreach', 'Law Enforcement & Crime', 'Economy & Taxes', 'Congress & Legislation', 'Housing & Community', 'Media & Press', 'Energy Independence']",True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,N00031502,KEVIN YODER,,0,0.00,,0,0.00,0,0,0.00,0.00,0.00
