date,first_name,last_name,subject,id,neutral_score,anger_score,joy_score,disgust_score,sadness_score,surprise_score,fear_score
2015-01-06 13:13:20,Jared,Huffman,End of 1st Term Report,100968,0.5665492415428162,0.005635307636111975,0.2703022062778473,,0.033854469656944275,0.11852666735649109,
2015-01-06 13:13:20,John,Delaney,UPDATE: 114th Congress Sworn In,100965,0.46995118260383606,,0.21418334543704987,,0.09676585346460342,0.04016897454857826,0.16737553477287292
2015-01-06 13:13:20,Steven,Palazzo,Congressman Palazzo Statement on Speaker Vote,100964,0.515448272228241,0.23615948855876923,,0.08998551219701767,0.09620697051286697,,0.05154360830783844
2015-01-06 13:13:20,Robert,Hurt,Robert's Round-Up: A Sensible Domestic Energy Policy Will Make Life Easier for Virginia Families,100967,0.7180526256561279,0.029944678768515587,0.11136308312416077,0.020811306312680244,0.10164646059274673,,
2015-01-06 16:00:00,Gregg,Harper,Rep. Gregg Harper Takes Oath of Office,100958,0.5747771263122559,,0.3125583529472351,,0.055240448564291,0.04303896427154541,0.006076265592128038
2015-01-06 16:00:00,Randy,Weber,Weber Weekly: 114th Congress Begins,100961,0.42111364006996155,0.007396911270916462,0.5131815671920776,,0.008837050758302212,0.04057929292321205,
2015-01-06 18:46:40,Elizabeth,Esty,First Day,100957,0.5493029952049255,,0.1819784790277481,,0.00968331377953291,0.025259220972657204,0.22225350141525269
2015-01-06 18:46:40,Kevin,McCarthy,The Leader's Daily Schedule - 1/7/15,100945,0.8762797117233276,0.012171687558293343,,,0.012723956257104874,0.033938974142074585,0.05301661789417267
2015-01-06 18:46:40,Paul,Cook,"Congressman Paul Cook's Newsletter: January 6, 2015",100946,0.32285934686660767,0.11047521233558655,,0.38061046600341797,0.09110990911722183,,0.04977860301733017
2015-01-06 18:46:40,Niki,Tsongas,My statement on the inauguration of the 114th Congress,100947,0.8514811992645264,,0.06056509539484978,,0.010400354862213135,0.05653690546751022,0.011463974602520466
2015-01-06 18:46:40,K.,Conaway,Congressman Conaway Statement on Passage of Hire More Heroes Act,100950,0.9542291164398193,0.007657383568584919,0.013450384140014648,,0.003380718408152461,0.01552316453307867,
2015-01-06 18:46:40,Cedric,Richmond,Opening Day of the 114th Congress,100952,0.7818251252174377,0.021473411470651627,0.030927123501896858,,0.03302444890141487,,0.11736814677715302
2015-01-06 18:46:40,Ileana,Ros-Lehtinen,A Year In Review,100954,0.5408472418785095,0.0518597848713398,0.3344653248786926,0.020123055204749107,0.030526289716362953,,
2015-01-06 18:46:40,Scott,Perry,Legislative Update from Representative Scott Perry,100955,0.9382774829864502,0.007572713308036327,,,0.00908343493938446,0.015110923908650875,0.02079007774591446
2015-01-06 18:46:40,Thomas,Massie,Press Release: U.S. Representative Massie Introduces Bill to Audit the Federal Reserve,100948,0.8878269195556641,0.014889394864439964,0.009812803938984871,,,0.039874542504549026,0.03250758349895477
2015-01-06 18:46:40,Doug,Lamborn,Congressman Lamborn Supports the Hire More Heroes Act,100949,0.9330564141273499,,0.023783862590789795,,0.009194872342050076,0.018718009814620018,0.0060723586939275265
2015-01-06 21:33:20,Candice,Miller,Rep. Miller to Co-Chair Congressional Boating Caucus in 114th Congress,100959,0.17909608781337738,0.004305404145270586,0.7436752915382385,,0.009739266708493233,0.05815734341740608,
2015-01-06 21:33:20,Candice,Miller,Rep. Miller on President's Threat to Veto Keystone XL Pipeline Legislation Expected to Pass Congress,100956,0.7505806684494019,0.022343933582305908,,,0.03937014564871788,0.022349612787365913,0.14304932951927185
2015-01-07 00:20:00,Candice,Miller,House Passes Legislation that Encourages Small Businesses to Hire U.S. Veterans,100951,0.7513266205787659,,0.049984872341156006,,0.10153951495885849,0.08471755683422089,0.006746129598468542
2015-01-07 11:26:40,Pete,Olson,My vote for speaker,100944,0.9260967969894409,0.02446134202182293,0.009563853964209557,0.013168640434741974,,,0.012509611435234547
2015-01-07 11:26:40,Mike,Pompeo,114th Congress Begins,100943,0.3861326575279236,0.007005942519754171,0.5140965580940247,,,0.07623302191495895,0.007153953425586224
2015-01-07 14:13:20,Cathy,Rodgers,It's an honor to serve you,100940,0.10066214948892593,,0.7339404821395874,,0.08314292132854462,0.06859318166971207,0.0059092361479997635
2015-01-07 14:13:20,James,Renacci,Renacci Report: Keeping Our Promises To Veterans Remains A Top Priority,100939,0.19498714804649353,0.0034015660639852285,0.7716506719589233,,0.004202873911708593,0.020539304241538048,
2015-01-07 14:13:20,Tony,Cárdenas,District Office Open House!,100938,0.7325745820999146,0.012468104250729084,0.1229698657989502,,0.032664019614458084,0.08347112685441971,
2015-01-07 17:00:00,Alcee,Hastings,The Hastings Monthly Report - January 2015,100934,0.6510879397392273,0.25921282172203064,0.033081334084272385,,0.014234468340873718,0.02500874362885952,
2015-01-07 17:00:00,Doug,Lamborn,President Obama Should Visit Phoenix VA Hospital,100936,0.22761335968971252,0.0283075999468565,,,0.27158743143081665,0.0377684161067009,0.4191179573535919
2015-01-07 17:00:00,Doug,Lamborn,Congressman Lamborn Supports Terrorism Risk and Business Legislation ,100935,0.8707247972488403,0.013271858915686607,,,0.014522906392812729,0.01785854808986187,0.07228747010231018
2015-01-07 17:00:00,Kevin,McCarthy,The Leader's Daily Schedule - 1/8/15,100928,0.9069067239761353,,0.014400041662156582,,0.009824730455875397,0.05515367165207863,0.006405489984899759
2015-01-07 17:00:00,Martha,Roby,"New Congress, Renewed Priorities",100937,0.9184242486953735,0.008335372433066368,0.02899784781038761,,,0.022335972636938095,0.016139788553118706
2015-01-07 17:00:00,Candice,Miller,House Passes Legislation that Encourages Small Businesses to Hire U.S. Veterans,100930,0.809721827507019,,0.020639032125473022,,0.09344179183244705,0.06066339462995529,0.00891368743032217
2015-01-07 17:00:00,Nancy,Pelosi,"In the 114th Congress, House Democrats Will Fight for Bigger Paychecks and Better Infrastructure for All Americans ",100931,0.04637758433818817,0.018755124881863594,0.8179466128349304,,,0.040107764303684235,0.06825452297925949
2015-01-07 17:00:00,Vern,Buchanan,Hire More Heroes,100932,0.9131984114646912,0.0302794948220253,0.0143616683781147,0.013837863691151142,0.011864925734698772,,
2015-01-07 17:00:00,Gregg,Harper,Rep. Harper Takes Oath of Office,100933,0.5726644992828369,,0.31158754229545593,,0.05796497315168381,0.04316796734929085,0.006530721206218004
2015-01-07 17:00:00,Thomas,Massie,Press Release: U.S. Representative Massie Proposes Repeal of Federal Gun-Free School Zones Act,100929,0.9483397006988525,0.010234876535832882,,,0.009761173278093338,0.011047659441828728,0.011803307570517063
2015-01-07 19:46:40,Erik,Paulsen,I Want to Hear From You!,100925,0.6252144575119019,0.05364469066262245,,,0.10595202445983887,0.10792668908834457,0.0723145604133606
2015-01-07 19:46:40,Kevin,Yoder,"Swearing In the New Congress, Eliminating Pensions & Cutting Salaries in Congress, 2014 Year in Review",100924,0.18794336915016174,,0.7590492963790894,,0.010227472521364689,0.015263102017343044,0.016158124431967735
2015-01-07 19:46:40,Matt,Salmon,President Obama Comes to Phoenix and Ignores Our Nation's Biggest Problems,100923,0.5011451840400696,0.06829144060611725,,0.27970996499061584,0.08060576766729355,,0.04561227187514305
2015-01-07 19:46:40,Filemon,Vela,A Message from Congressman Filemon Vela,100922,0.1558276265859604,0.0033010076731443405,0.8058479428291321,,0.010137856006622314,0.02108517475426197,
2015-01-07 19:46:40,Daniel,Kildee,Greetings from the 114th Congress,100926,0.5236914753913879,,0.4299224615097046,,0.016309170052409172,0.012843245640397072,0.007442865055054426
2015-01-08 09:40:00,John,Carney,Good News for Delaware Jobs,100921,0.1119760200381279,0.00372865772806108,0.8378039002418518,,0.012100770138204098,0.03232231363654137,
2015-01-08 12:26:40,John,Delaney,The House should keep 'dynamic scoring' honest,100915,0.6030128598213196,,,0.016202155500650406,0.2894274890422821,0.038874465972185135,0.028688816353678703
2015-01-08 12:26:40,Cheri,Bustos,Honored and Humbled,100919,0.08026019483804703,,0.4763631224632263,,0.011635667644441128,0.008001688867807388,0.41739314794540405
2015-01-08 12:26:40,Justin,Amash,You're invited to Rep. Amash's town hall in Grand Rapids,100918,0.6025557518005371,,0.3229013979434967,,0.0186979491263628,0.033135414123535156,0.009555703029036522
2015-01-08 12:26:40,Louie,Gohmert,THE HILL: Gohmert's profile in courage and self-sacrifice,100917,0.7375993728637695,0.15763652324676514,,0.06759333610534668,0.010741734877228737,,0.0154485534876585
2015-01-08 15:13:20,Bob,Goodlatte,Stopping Unconstitutional Immigration Actions ,100905,0.0710410550236702,0.8062741160392761,,0.025627197697758675,0.006595382001250982,,0.08635341376066208
2015-01-08 15:13:20,Candice,Miller,Rep. Miller Reintroduces Legislation to Help U.S. Identify and Stop Terrorists with Western Passports from Entering the U.S.,100909,0.2767902612686157,0.048089344054460526,,,0.033671602606773376,0.011302152648568153,0.6109043955802917
2015-01-08 15:13:20,Paul,Ryan,Ryan: Obamacare is beyond repair,100914,0.7829259037971497,0.027413643896579742,,0.07771921157836914,0.06221579387784004,,0.0346197746694088
2015-01-08 15:13:20,H.,Griffith,"Griffith Saves $200,000+ of 2014 Office Budget",100911,0.6292107701301575,0.010689224116504192,0.1309231072664261,,0.0337679497897625,0.18946261703968048,
2015-01-08 15:13:20,Albio,Sires,The Beginning of the 114th Congress,100920,0.12799431383609772,,0.785615086555481,,0.05698539316654205,0.014261845499277115,0.007433316670358181
2015-01-08 15:13:20,Kay,Granger,Supporting the Keystone Pipeline,100912,0.9496917128562927,0.004643844440579414,0.007849963381886482,,0.01511977706104517,0.01515979878604412,
2015-01-08 15:13:20,Doug,Lamborn,Changing Obamacare to Save the Jobs of Millions,100910,0.8077280521392822,0.03217567130923271,,,0.01445209514349699,0.012983580119907856,0.11974392831325531
2015-01-08 18:00:00,Lucille,Roybal-Allard,An Update from Congresswoman Roybal-Allard,100908,0.04381674528121948,0.0025557116605341434,0.9307746291160583,,0.0034473261330276728,0.017196692526340485,
2015-01-08 18:00:00,Harold,Rogers,"Rogers Co-Sponsors Bill to Repeal Obamacare 30-Hour Rule; Applauds House Passage of the ""Save American Workers Act""",100907,0.23654592037200928,0.06655143946409225,,0.05880814045667648,0.42241066694259644,,0.19486424326896667
2015-01-08 18:00:00,Greg,Walden,"House passes bills to help veterans find jobs, lift burdens on hourly workers and small businesses",100906,0.8556599617004395,0.02051781304180622,0.03240564092993736,0.06465701013803482,,,0.013464706018567085
2015-01-08 18:00:00,Ami,Bera,Thank you,100904,0.14738348126411438,,0.7878870964050293,,0.01155200693756342,0.0447557307779789,0.0037715693470090628
2015-01-08 18:00:00,Kristi,Noem,My 2015 Agenda,100903,0.8833982944488525,0.018854526802897453,0.01777254417538643,,,0.03240684047341347,0.02735443226993084
2015-01-08 18:00:00,Kevin,McCarthy,The Leader's Daily Schedule - 1/9/15,100901,0.9219831228256226,,0.011914399452507496,,0.006582495756447315,0.040207695215940475,0.011294524185359478
2015-01-08 18:00:00,Devin,Nunes,Nunes on KMJ Appleton show at 11 PST today,100916,0.8821312785148621,0.007418000604957342,,0.00750903133302927,0.07152678817510605,0.02080947905778885,
2015-01-08 20:46:40,Ed,Perlmutter,ICYMI: Perlmutter Annual Report,100898,0.08751510083675385,0.0054066115990281105,0.8532491326332092,,0.00998763833194971,0.040430888533592224,
2015-01-08 20:46:40,Thomas,Massie,Press Release: Congressmen Massie and Bridenstine Demand Action,100897,0.027445558458566666,0.918647825717926,,0.025417903438210487,0.02216663397848606,,0.00338760600425303
2015-01-08 23:33:20,Stevan,Pearce,Beginning the 114th Session of Congress,100899,0.1112183928489685,0.03468959033489227,0.019989527761936188,,0.7436568140983582,,0.06875666975975037
2015-01-09 07:53:20,Tom,Rice,Poll Question: Veto Keystone XL? ,100896,0.658893346786499,0.03451719507575035,,,0.05387208238244057,0.030380863696336746,0.20717403292655945
2015-01-09 07:53:20,Sander,Levin,New Congress: Need to Move Beyond Congressional Dysfunction,100895,0.9080847501754761,0.01776399463415146,,,0.012494414113461971,0.034303389489650726,0.009843014180660248
2015-01-09 10:40:00,Kurt,Schrader,Schrader Congressional Update,100892,0.2628341317176819,0.003985367249697447,0.6966345310211182,,0.006019395310431719,0.025787323713302612,
2015-01-09 10:40:00,Joyce,Beatty,The Beatty Bulletin - Winter 2015,100891,0.12036635726690292,,0.28654369711875916,,0.5361135005950928,0.040945205837488174,0.007203174754977226
2015-01-09 10:40:00,Grace,Meng,Happy New Year!,100890,0.10510654747486115,0.005241853650659323,0.7591841816902161,,,0.03175439313054085,0.09251197427511215
2015-01-09 10:40:00,Billy,Long,Long's Short Report- Reining in the President's Health Care Law ,100894,0.6365876793861389,0.1270013302564621,,0.1534455418586731,0.05208151414990425,,0.01925184763967991
2015-01-09 10:40:00,Louise,Slaughter,VIDEO: Can the New Congress Fix Old Bridges?,100893,0.6495229005813599,0.0486014224588871,,0.08259788155555725,0.14235298335552216,,0.04485178738832474
2015-01-09 13:26:40,Virginia,Foxx,"Foxx Report for the Week of January 9, 2015",100876,0.3532438278198242,0.005092530976980925,0.5295819044113159,,0.058132048696279526,0.04588049650192261,
2015-01-09 13:26:40,Randy,Weber,Weber Weekly: Keystone Pipeline Act heads to the Senate,100878,0.9332340955734253,0.007905285805463791,0.025242866948246956,,,0.014941522851586342,0.01069616712629795
2015-01-09 13:26:40,Joyce,Beatty,"Please Join Congresswoman Beatty for a Tele-Town Hall on Thursday, January 15, 2015 at 6:30PM",100879,0.8586828112602234,,0.06935843080282211,,0.009432489052414894,0.03997989371418953,0.014141349121928215
2015-01-09 13:26:40,Joyce,Beatty,"Please Join Congresswoman Beatty for a Tele-Town Hall on Thursday, January 15, 2015 at 6:30PM",100880,0.8586828112602234,,0.06935843080282211,,0.009432489052414894,0.03997989371418953,0.014141349121928215
2015-01-09 13:26:40,Loretta,Sanchez,Access to Education All Year Round,100877,0.7512239813804626,0.0589301660656929,,0.12358873337507248,0.018412072211503983,,0.026910793036222458
2015-01-09 13:26:40,Matt,Salmon,My Oath to You,100883,0.13319283723831177,,0.717416524887085,,0.016240252181887627,0.11260760575532913,0.014399073086678982
2015-01-09 13:26:40,Diane,Black,Guess Who's Back?,100885,0.40436020493507385,,0.06675822287797928,,0.02292437106370926,0.43859151005744934,0.047201186418533325
2015-01-09 13:26:40,Doug,Lamborn,Supporting the Keystone Pipeline,100884,0.8347801566123962,0.020959585905075073,0.020928731188178062,,0.028519149869680405,,0.07728653401136398
2015-01-09 13:26:40,Edward,Royce,Hitting the Ground Running,100886,0.8620474338531494,,0.04156780615448952,,0.033379536122083664,0.045571234077215195,0.010856052860617638
2015-01-09 13:26:40,Blaine,Luetkemeyer,"Blaine's Bulletin: America's New Congress January 9, 2015",100887,0.8291803002357483,0.052202917635440826,0.04194105416536331,,0.02181335724890232,0.030892565846443176,
2015-01-09 13:26:40,David,Cicilline,Update from Washington,100888,0.1858108788728714,,0.6286976933479309,,0.05117727816104889,0.11771541088819504,0.010956569574773312
2015-01-09 13:26:40,Michael,Burgess,Dr. Burgess Weekly Video Address: 2014 TX-26 Annual Report,100881,0.9240564107894897,0.004754303023219109,0.004848281387239695,,0.018163006752729416,0.04082360863685608,
2015-01-09 16:13:20,Joseph,Pitts,114th Congress Kicks Off,100857,0.9577228426933289,0.005115537438541651,0.0049121989868581295,,0.006497337948530912,0.018474098294973373,
2015-01-09 16:13:20,Janice,Hahn,Getting Back to Work,100856,0.4703981280326843,,0.36361294984817505,,0.022213507443666458,0.10843972116708755,0.0191638246178627
2015-01-09 16:13:20,Rodney,Frelinghuysen,e-News 1/9/15,100855,0.41291573643684387,,0.23144182562828064,,0.10612350702285767,0.043065957725048065,0.18828973174095154
2015-01-09 16:13:20,John,Culberson,Restoring the 10th Amendment,100854,0.5878281593322754,0.011562938801944256,0.3567926585674286,,,0.015820125117897987,0.015450792387127876
2015-01-09 16:13:20,Betty,McCollum,The Start of a New Congress,100850,0.21018676459789276,,0.6959813833236694,,0.009170527569949627,0.04783459007740021,0.029673844575881958
2015-01-09 16:13:20,Jeff,Fortenberry,Fort Report: Endings and Beginnings,100852,0.10704650729894638,0.0030258025508373976,0.8417469263076782,,0.005210864823311567,0.039544619619846344,
2015-01-09 16:13:20,Jackie,Speier,INVITE: Healthcare 411 - free workshops to help you enroll in health insurance,100851,0.9146990180015564,,0.03609400987625122,,0.009711806662380695,0.02829882688820362,0.00495239719748497
2015-01-09 16:13:20,Joe,Courtney,Protecting eastern Connecticut retiree pensions,100858,0.1407470852136612,,0.009755886159837246,,0.7582350969314575,0.06303633004426956,0.020635012537240982
2015-01-09 16:13:20,Emanuel,Cleaver,"EC from DC - A New Year, a New Congress, a New Agenda",100859,0.15571795403957367,,0.7893748879432678,,0.014755369164049625,0.0261774193495512,0.005920667201280594
2015-01-09 16:13:20,Daniel,Lipinski,"Op-Ed from Congressman Dan Lipinski - 2014: A Success, But Still a Lot of Work to Do",100868,0.7202839255332947,,0.02445288375020027,,0.04253530129790306,0.03454321622848511,0.15776683390140533
2015-01-09 16:13:20,Cynthia,Lummis,Obama Threatens to Veto Keystone,100861,0.10201967507600784,0.0559413842856884,,,0.0071199797093868256,0.010438096709549427,0.8164242506027222
2015-01-09 16:13:20,Dan,Benishek,Benishek Bulletin,100862,0.5710785984992981,0.01125605683773756,0.3304378390312195,,0.00900233257561922,0.06900350749492645,
2015-01-09 16:13:20,David,McKinley,The McKinley Capitol Report,100863,0.31827571988105774,0.051173385232686996,0.028232067823410034,0.014340981841087341,,,0.5749049782752991
2015-01-09 16:13:20,Christopher,Gibson,Our agenda for the 114th Congress,100865,0.16078084707260132,0.0042359065264463425,0.8080258369445801,,0.005451844539493322,0.016783948987722397,
2015-01-09 16:13:20,Steven,Palazzo,Palazzo Applauds Conservative Victories in New Congress ,100866,0.4626348316669464,0.01666666381061077,0.47006314992904663,0.006477907299995422,,0.03681858256459236,
2015-01-09 16:13:20,Tim,Walberg,Walberg Gets to Work in New Congress,100867,0.31334513425827026,0.006562849972397089,0.5497995018959045,,0.006614240817725658,0.11671102046966553,
2015-01-09 16:13:20,K.,Conaway,"The Conaway Chronicle: Start of the 114th Congress, Vote for Speaker of the House, Keystone Pipeline, Supporting our Veterans",100869,0.5346043705940247,0.010223526507616043,0.3676682412624359,,,0.04146068915724754,0.036461714655160904
2015-01-09 16:13:20,Ed,Whitfield,"Ed's Weekly Wrap-Up for Friday, January 09, 2015",100871,0.8136041760444641,,0.04231179505586624,,0.0171499140560627,0.10316730290651321,0.014775896444916725
2015-01-09 16:13:20,Tom,Graves,honor of my life ,100872,0.7333841919898987,0.030846061185002327,0.12184739112854004,,,0.011613104492425919,0.0873536691069603
2015-01-09 16:13:20,Jeff,Denham,The 114th,100873,0.012400947511196136,0.001281294971704483,0.963862955570221,,0.005055498797446489,0.01587500050663948,
2015-01-09 16:13:20,Adrian,Smith,E-news: Update on Keystone XL and Health Care Bills,100874,0.7651402950286865,0.031700506806373596,,0.029172582551836967,0.03021673485636711,,0.12480176240205765
2015-01-09 19:00:00,Pete,Sessions,"Congressman Sessions' Hill Report: Week of January 5 - 9, 2015",100837,0.15776368975639343,0.005715177860110998,0.8095799088478088,,0.004463496617972851,0.017929034307599068,
2015-01-09 19:00:00,Adam,Smith,Keystone XL Pipeline,100844,0.8573004603385925,0.06489405035972595,,0.025177402421832085,0.030387185513973236,,0.012650898657739162
2015-01-09 19:00:00,Kevin,McCarthy,The Leader's Weekly Schedule - Week of 1/12/15,100841,0.8590430021286011,0.01954902894794941,,,0.054761480540037155,0.03782624006271362,0.013495187275111675
2015-01-09 19:00:00,Doug,Lamborn,Joining the Conservative Call to Stand Firm Against Illegal Immigration Actions,100848,0.3775786757469177,0.20311978459358215,,0.014114346355199814,0.021966304630041122,,0.3687800168991089
2015-01-09 19:00:00,Ted,Poe,New Congress - What Happened this Week,100846,0.7548367977142334,0.016356389969587326,0.0173927191644907,,0.12741145491600037,0.06756608933210373,
2015-01-09 19:00:00,Steve,Cohen,Please Join Me at My 2015 District Issues Meeting,100842,0.7954697608947754,0.008080173283815384,0.12998510897159576,,0.007923061028122902,0.051912564784288406,
2015-01-09 19:00:00,Steve,Womack,From the Front...,100845,0.6826760172843933,0.050953079015016556,0.030670011416077614,0.18193748593330383,0.019850347191095352,,
2015-01-09 21:46:40,Collin,Peterson,Rep. Peterson's Newsletter 1-9-2015,100870,0.08788228034973145,0.0031569995917379856,0.8255841732025146,,0.005676142871379852,0.07467623054981232,
2015-01-09 21:46:40,Kristi,Noem,Keystone Pipeline Approved by the House,100833,0.9431566596031189,0.012598401866853237,0.006005125120282173,,,0.025784872472286224,0.004823619965463877
2015-01-09 21:46:40,Mike,Coffman,"Jobs, Obamacare, and North American Energy Independence",100831,0.7676909565925598,,0.13345658779144287,,0.043209925293922424,0.020051544532179832,0.012790628708899021
2015-01-09 21:46:40,Michael,Capuano,E-Update Rep. Capuano,100864,0.007596752606332302,0.005040258169174194,,0.004601913038641214,0.9729923605918884,,0.0037928451783955097
2015-01-09 21:46:40,Tim,Murphy,E-News from Congressman Murphy,100834,0.08255992084741592,0.12840865552425385,,0.5286689400672913,0.021552419289946556,,0.2272442877292633
2015-01-10 00:33:20,Gregorio,Sablan,"E-Newslett​er - Friday, January 9, 2015",100847,0.84998619556427,,0.09876099228858948,0.004408681765198708,0.0077036963775753975,0.030992435291409492,
2015-01-10 06:06:40,Richard,Nugent,Your Weekly Situation Report From Congress,100830,0.028291668742895126,0.007499506697058678,,0.003213077550753951,0.002502801828086376,0.9552246332168579,
