date,first_name,last_name,subject,joy_score,neutral_score,surprise_score,fear_score,sadness_score,anger_score,disgust_score
2016-06-10 14:46:40,Billy,Long,"Exploited federal Cuban refugee funding demands reform, transparency",,0.585547149181366,,0.17617566883563995,0.037531256675720215,0.08004744350910187,0.10685981810092926
2016-06-10 17:33:20,Barbara,Comstock,ICYMI: Comstock Op-ed on Solving the Heroin Epidemic,,0.5586076974868774,0.04123767465353012,0.2215026170015335,0.130524143576622,,0.01933705247938633
2016-06-10 17:33:20,Steve,Knight,"Knight Vision, June 10",0.5070171356201172,0.3329741954803467,0.11694248020648956,0.01215666439384222,0.022133849561214447,,
2016-06-10 17:33:20,Greg,Walden,Improving safety for the Columbia Gorge and the people who live here,0.03279750049114227,0.8438342809677124,0.09643390029668808,0.008267266675829887,,0.00995495542883873,
2016-06-10 17:33:20,Steve,Womack,From the Front...,0.20974484086036682,0.6485297679901123,0.11366868764162064,,0.008883713744580746,0.010975771583616734,
2016-06-10 17:33:20,Tim,Murphy,E-News From Congressman Murphy,,0.746425211429596,0.02867407165467739,0.10351932793855667,0.09012386947870255,0.01207506749778986,
2016-06-10 17:33:20,Diane,Black,Saying No,0.030075786635279655,0.8782694339752197,,,0.01659708470106125,0.020281853154301643,0.030742214992642403
2016-06-10 17:33:20,Cresent,Hardy,A Great Bipartisan Win for Nevada's Public Lands,0.2547500431537628,0.6788350939750671,0.03141731396317482,0.008316293358802795,,0.01611989364027977,
2016-06-10 17:33:20,Kevin,McCarthy,The Leader's Weekly Schedule - Week of 6/13/16,,0.851767361164093,0.022965028882026672,0.045625001192092896,0.04776792600750923,0.019261803478002548,
2016-06-10 17:33:20,Rodney,Frelinghuysen,e-News 6/10/16,0.04628266766667366,0.39745503664016724,0.037382423877716064,0.15125924348831177,0.33066922426223755,,
2016-06-10 17:33:20,Michael,Burgess,Dr. Burgess Video Address: Rising Threat of Zika Virus,,0.47831499576568604,0.020124131813645363,0.44921159744262695,0.020575981587171555,0.021875064820051193,
2016-06-10 17:33:20,Elise,Stefanik,Weekly Update: New Bill to Help Pay Student Loans; North Country Honor Flight; AATV Lunch,0.02228742465376854,0.8653045892715454,0.04732367396354675,,0.023119403049349785,0.021390728652477264,
2016-06-10 17:33:20,Kay,Granger,"12th District Spotlight: June 10th, 2016",0.7368040084838867,0.20832422375679016,0.038713615387678146,,0.0064969719387590885,0.005177945829927921,
2016-06-10 17:33:20,Todd,Rokita,"Chairing Budget Reforms Hearing, Welcoming Prime Minister Modi, & More",0.1533130258321762,0.7528427243232727,0.07059808820486069,0.010134750977158546,0.006517581641674042,,
2016-06-10 17:33:20,Ed,Whitfield,"Ed's Weekly Wrap-Up for Friday, June 10, 2016",0.21142081916332245,0.651759147644043,0.04848993942141533,0.035356663167476654,0.02618466690182686,,
2016-06-10 17:33:20,Dan,Benishek,Benishek Bulletin,0.921515703201294,0.029938025400042534,0.03337842598557472,,0.010094250552356243,0.002168341539800167,
2016-06-10 17:33:20,Tom,Emmer,We Must Stand Strong in Our Support for Israel,0.02016979269683361,0.06783845275640488,0.018440192565321922,0.4300345778465271,0.44525855779647827,,
2016-06-10 17:33:20,Cynthia,Lummis,Fighting Taxes and Overregulation,,0.16644345223903656,,0.08111438900232315,0.05580500140786171,0.5326153039932251,0.1571437567472458
2016-06-10 17:33:20,Alexander,Mooney,This Week in Congress,0.05502486228942871,0.2526921331882477,,0.04102358594536781,0.5913742184638977,,0.044730085879564285
2016-06-10 20:20:00,Mike,Coffman,#PTSDAwarenessMonth,0.016210537403821945,0.674407958984375,0.015889925882220268,0.09729688614606857,0.17773084342479706,,
2016-06-10 20:20:00,J.,Forbes,ACTION ALERT: Streamlining VA medical exams ,,0.918189525604248,0.011432584375143051,,0.022018922492861748,0.02384687401354313,0.01372245792299509
2016-06-10 20:20:00,Jeff,Fortenberry,Fort Report: Thanks for the Memories,0.04815436899662018,0.5372295379638672,0.05960598960518837,,0.3342735171318054,,0.010914427228271961
2016-06-11 04:40:00,Pete,Sessions,"Congressman Sessions Hill Report: Week of June 6 - 10, 2016",0.958811342716217,0.018904883414506912,0.016433492302894592,0.0017372487345710397,0.00175692408811301,,
2016-06-11 04:40:00,Bruce,Westerman,"Congressman Bruce Westerman's eNewsletter | Saturday, June 11, 2016",0.013577960431575775,0.011831268668174744,,0.8583118915557861,0.07321411371231079,0.03145115077495575,
2016-06-11 07:26:40,Joseph,Pitts,Prime Minister Modi Addresses Congress,,0.7152842283248901,,0.09840551763772964,0.03418273478746414,0.02799532748758793,0.10803685337305069
2016-06-11 07:26:40,Randy,Hultgren,New Legislation to Help Small Businesses Succeed,0.41555237770080566,0.39111199975013733,0.15811815857887268,,0.015693988651037216,0.010724032297730446,
2016-06-11 10:13:20,David,McKinley,McKinley Stands Up To Executive Overreach,,0.8237656950950623,,0.03839222341775894,0.07037714123725891,0.032771069556474686,0.012943992391228676
2016-06-11 10:13:20,Fred,Upton,Your Weekly Update,0.1377137154340744,0.30827635526657104,0.06356943398714066,0.10823372006416321,0.3724004328250885,,
2016-06-11 10:13:20,David,Roe,A Better Way To A Confident America,0.04031588137149811,0.8906751871109009,0.03692954406142235,0.01563335582613945,,0.008318878710269928,
2016-06-11 10:13:20,Jackie,Walorski,A Better Way to Fight Poverty,,0.720087468624115,,0.08369093388319016,0.06216742843389511,0.06273295730352402,0.044813018292188644
2016-06-11 10:13:20,J.,Forbes,ACTION ALERT: Faster care for veterans,0.007460193242877722,0.9561627507209778,0.010992735624313354,,0.008257054723799229,0.010275665670633316,
2016-06-11 10:13:20,Bob,Dold,Important Update on Airports,0.012281483970582485,0.8905311226844788,0.01701889932155609,0.04697347432374954,0.021228333935141563,,
2016-06-11 10:13:20,Eric,Crawford,Kids of Congress,0.026089807972311974,0.8985818028450012,,,0.012990554794669151,0.028333954513072968,0.013379773125052452
2016-06-11 13:00:00,Frank,Guinta,Weekend Read: No Bailout for Puerto Rico!,,0.6614009141921997,0.033965032547712326,,0.0762813538312912,0.08181436359882355,0.12859922647476196
2016-06-11 13:00:00,Joe,Wilson,May in 10 Photos,0.5625113248825073,0.32102811336517334,0.03349458426237106,0.005119186360388994,0.06799735128879547,,
2016-06-11 13:00:00,Vicky,Hartzler,View from the Capitol: Defending your Liberties,0.16513602435588837,0.6194921135902405,0.01957814395427704,0.05683568865060806,,0.11630143225193024,
